Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Wed Apr 28 2021,7:30p,Los Angeles Lakers,107,Washington Wizards,116,Box Score,,2133,2:21,Capital One Arena,
Wed Apr 28 2021,8:00p,San Antonio Spurs,111,Miami Heat,116,Box Score,,0,2:16,AmericanAirlines Arena,
Wed Apr 28 2021,9:00p,New Orleans Pelicans,112,Denver Nuggets,114,Box Score,,4022,2:11,Ball Arena,
Wed Apr 28 2021,9:00p,Portland Trail Blazers,130,Memphis Grizzlies,109,Box Score,,3427,2:12,FedEx Forum,
Wed Apr 28 2021,10:00p,Los Angeles Clippers,101,Phoenix Suns,109,Box Score,,5917,2:02,Phoenix Suns Arena,
Wed Apr 28 2021,10:00p,Utah Jazz,154,Sacramento Kings,105,Box Score,,0,2:04,Golden 1 Center,
Thu Apr 29 2021,7:00p,Dallas Mavericks,115,Detroit Pistons,105,Box Score,,750,2:19,Little Caesars Arena,
Thu Apr 29 2021,7:00p,Brooklyn Nets,130,Indiana Pacers,113,Box Score,,0,2:07,Bankers Life Fieldhouse,
Thu Apr 29 2021,8:00p,Milwaukee Bucks,136,Houston Rockets,143,Box Score,,3232,2:13,Toyota Center,
Thu Apr 29 2021,8:00p,Golden State Warriors,114,Minnesota Timberwolves,126,Box Score,,1638,2:16,Target Center,
Thu Apr 29 2021,9:00p,Toronto Raptors,111,Denver Nuggets,121,Box Score,,4025,2:07,Ball Arena,
Thu Apr 29 2021,9:00p,New Orleans Pelicans,109,Oklahoma City Thunder,95,Box Score,,0,2:08,Chesapeake Energy Arena,
Fri Apr 30 2021,7:00p,Atlanta Hawks,104,Philadelphia 76ers,126,Box Score,,4094,2:16,Wells Fargo Center,
Fri Apr 30 2021,7:30p,San Antonio Spurs,140,Boston Celtics,143,Box Score,OT,2298,2:45,TD Garden,
Fri Apr 30 2021,7:30p,Washington Wizards,122,Cleveland Cavaliers,93,Box Score,,4148,2:16,Rocket Mortgage Fieldhouse,
Fri Apr 30 2021,8:00p,Portland Trail Blazers,128,Brooklyn Nets,109,Box Score,,1773,2:01,Barclays Center,
Fri Apr 30 2021,8:00p,Orlando Magic,75,Memphis Grizzlies,92,Box Score,,2850,2:02,FedEx Forum,
Fri Apr 30 2021,9:00p,Milwaukee Bucks,108,Chicago Bulls,98,Box Score,,0,2:08,United Center,
Fri Apr 30 2021,10:00p,Utah Jazz,100,Phoenix Suns,121,Box Score,,6065,1:59,Phoenix Suns Arena,
Fri Apr 30 2021,10:30p,Sacramento Kings,110,Los Angeles Lakers,106,Box Score,,2691,2:17,STAPLES Center,
